log_ingreso,ingreso,escolaridad,experiencia,experiencia_sq,mujer,urbano,horas_trabajo,edad
6.889943110296865,982.3455302829842,5,31,961,0,1,35,42
6.197256519317238,491.3990463066259,3,45,2025,0,1,48,54
5.494578989949109,243.36904377562124,3,55,3025,0,0,26,64
6.249779670445289,517.8987037059203,3,16,256,0,1,26,25
6.657779528635089,778.8196689491002,9,44,1936,0,1,53,59
6.235178102544589,510.3915123809228,8,19,361,0,0,24,33
5.0427762507386795,154.89945836457315,7,12,144,1,1,27,25
6.959877401090727,1053.5043908354207,18,0,0,1,1,27,18
7.592120028842733,1982.5120443857065,16,39,1521,0,1,48,61
6.150315119128604,468.86511187117935,16,0,0,1,1,29,22
5.746357315852942,313.0482449406906,0,14,196,0,1,20,20
6.661132031972024,781.4350460688046,13,0,0,1,1,57,18
5.641198417590161,281.800230547883,10,5,25,1,1,47,21
5.486930399176034,241.51471409737422,2,49,2401,1,1,26,57
6.255401818116181,520.8186070695122,7,39,1521,0,0,36,52
6.3869494703745895,594.0416711627151,9,34,1156,0,1,43,49
7.219256956016207,1365.4740763684715,16,37,1369,0,0,54,59
6.1440866804928165,465.9538898885206,7,38,1444,0,0,28,51
5.241244930894964,188.90512991125334,0,54,2916,1,1,22,60
5.887254711021679,360.4144830686149,6,30,900,1,1,23,42
6.250628470358163,518.3384826962841,8,13,169,1,1,51,27
6.208552205271153,496.98120340519216,11,21,441,0,1,32,38
6.457210478862092,637.2808663373478,8,49,2401,1,0,43,63
6.148926442245018,468.21446160485675,2,48,2304,0,1,26,56
6.148260480042955,467.9027522758048,3,35,1225,0,1,38,44
6.569564925090623,713.0595413201762,9,29,841,1,1,46,44
6.080397380149722,437.20289595564753,3,10,100,0,1,46,19
7.336629296529653,1535.5275726817506,8,44,1936,0,1,37,58
5.867518538739134,353.3710149155514,0,24,576,0,1,49,30
6.178794876189811,482.41024183546614,4,16,256,1,1,47,26
5.687237726598354,295.077409380783,8,39,1521,1,1,48,53
6.34509082660519,569.6891302954001,4,29,841,0,1,28,39
6.226064181946992,505.7609778776304,5,48,2304,1,1,58,59
7.3477302195667775,1552.6683090637416,18,19,361,1,1,58,43
6.2682598385667685,527.5585416199443,7,16,256,1,1,40,29
6.586490977526552,725.2315459040716,9,19,361,1,1,57,34
6.285324214840505,536.6382485202639,10,15,225,1,1,26,31
6.822278291011367,918.0742695630023,12,13,169,1,1,44,31
6.282104598115596,534.9132574352708,3,42,1764,0,1,45,51
6.524782559314689,681.8314996223318,10,21,441,0,1,25,37
7.064488887608814,1169.6839786728556,11,11,121,0,1,39,28
6.352570071245372,573.9659484174789,4,23,529,0,1,37,33
6.55489144865241,702.6728695959566,9,33,1089,0,1,39,48
6.688323667801668,802.9750703324767,6,11,121,0,1,59,23
6.543716885169066,694.8645157324327,8,22,484,0,1,37,36
5.803575303250156,331.4825945933866,8,40,1600,0,0,20,54
6.740641643111061,846.1034581705779,9,6,36,0,1,52,21
6.51202823718146,673.1904237071018,9,49,2401,1,1,58,64
5.125216659607072,168.2105821427441,1,14,196,1,1,42,21
5.757123167500661,316.4366828868182,3,28,784,0,1,33,37
6.757090782546323,860.1362290255391,7,14,196,0,1,47,27
7.172883704058682,1303.5983797504082,13,22,484,0,1,40,41
7.545979506458098,1893.1161490490713,16,30,900,0,1,56,52
6.80877458951728,905.7601985688176,12,25,625,0,0,26,43
7.166041419609209,1294.7092345384356,17,31,961,1,1,31,54
7.751249047620539,2324.4739808313952,17,32,1024,0,0,56,55
6.88186892088245,974.4458211916289,12,20,400,1,0,58,38
5.999187243718222,403.1010374175204,7,44,1936,1,0,47,57
5.788906922375817,326.65576904568445,11,39,1521,0,0,26,56
5.817902676344298,336.266054783517,0,32,1024,0,1,36,38
8.10328374823209,3305.304060588491,17,4,16,0,1,56,27
6.360483217789456,578.5258428407973,2,47,2209,0,1,33,55
6.602061578179599,736.6122086337898,11,46,2116,0,1,23,63
6.434027210233648,622.6765547621875,18,0,0,1,1,41,21
6.864032056637615,957.2188576033242,12,44,1936,1,0,36,62
6.199148257568974,492.3295245125081,9,22,484,1,1,54,37
7.409746599274139,1652.0076738770153,14,14,196,0,1,51,34
5.481769509107216,240.27149402837662,1,17,289,0,0,57,24
7.54359784779161,1888.612757465533,18,0,0,0,1,50,21
6.257858035881499,522.0994233225911,2,38,1444,0,1,44,46
7.128723583791933,1247.2838970372018,13,12,144,0,1,29,31
5.362083218934154,213.1685609984379,6,8,64,1,0,21,20
7.4056033663829846,1645.1771812782004,7,28,784,0,1,46,41
6.569051598916503,712.6936031247727,10,38,1444,1,1,31,54
6.296187585407809,542.4997287463758,5,22,484,1,1,35,33
6.6152272827553755,746.3743490778534,10,5,25,0,0,35,21
7.280189769024758,1451.2634038252666,16,19,361,1,1,22,41
6.574397866084289,716.5140570195994,9,36,1296,0,0,44,51
7.175853112933329,1307.4750492080525,16,25,625,0,0,37,47
6.282534579630216,535.1433097034602,1,28,784,1,1,58,35
7.104940259740596,1217.9693207577623,5,25,625,0,1,59,36
6.612434413762769,744.2927314971066,4,38,1444,1,1,51,48
5.22164593132277,185.23882367605586,3,27,729,1,1,22,36
4.90900291624623,135.50423795430993,1,56,3136,1,0,27,63
6.597883634387144,733.5411041474748,11,19,361,1,1,24,36
6.590678586310051,728.2748996358092,2,31,961,0,0,39,39
6.139356766522293,463.7551720473914,5,30,900,0,0,44,41
7.173460287210085,1304.3502293434435,13,43,1849,0,1,25,62
6.408996469957468,607.2839474840151,7,16,256,0,1,47,29
7.223438987311798,1371.1964890034046,13,28,784,0,1,42,47
5.739418282160001,310.8835118853532,2,47,2209,1,1,43,55
6.990501964818457,1086.266606976402,15,27,729,0,1,29,48
6.68319228944178,798.8652549598497,14,33,1089,1,1,29,53
6.262344803606991,524.4472252469543,6,24,576,1,0,52,36
7.624302742289353,2047.3524349537815,14,42,1764,0,1,28,62
6.766356075305007,868.1426767644632,12,35,1225,0,1,37,53
6.792228175122448,890.8964251781347,5,36,1296,0,1,22,47
7.417776407938545,1665.326381182674,14,30,900,0,0,52,50
6.842781417398714,937.091957157235,16,13,169,0,1,29,35
6.15750307877965,472.247436821926,3,36,1296,0,1,46,45
6.283308044031761,535.5573841185076,13,45,2025,1,0,54,64
6.376092323085827,587.6269589931335,14,8,64,0,0,37,28
5.702082728707331,299.49050934034693,11,45,2025,1,0,26,62
6.721196755525578,829.8099971809484,18,26,676,1,0,26,50
6.571152740728105,714.1926477543358,9,19,361,0,1,41,34
5.639319385849521,281.27121614324454,5,12,144,0,0,29,23
6.577333799910451,718.6207859716382,8,7,49,1,1,46,21
5.79287249194469,327.95371707357697,1,30,900,1,1,23,37
5.930328610125938,376.27814231857417,3,55,3025,0,0,31,64
6.878809223552849,971.4688685242071,8,30,900,0,1,22,44
6.38718714023132,594.1828737407258,14,12,144,0,1,22,32
6.650896808333777,773.477675813186,12,5,25,0,1,44,23
6.992954551850158,1088.9340400884796,7,51,2601,0,1,45,64
6.953934081460262,1047.2616471950503,18,7,49,0,1,59,31
6.643441308886598,767.7324567794763,18,4,16,1,1,26,28
7.796758955434029,2432.7046825029497,15,35,1225,0,0,53,56
5.853412483400818,348.421336119677,10,10,100,0,1,29,26
6.890478822209714,982.8719254715892,9,28,784,0,0,22,43
6.626002733386771,754.4603559740084,7,20,400,1,1,47,33
5.842589354175386,344.67066060963225,0,16,256,0,1,30,22
6.803388865101426,900.8951364540562,9,12,144,1,1,51,27
6.699025103693201,811.6141996680517,17,0,0,0,0,27,20
5.8027306161326,331.20271373855707,2,22,484,0,1,39,30
6.547358295109573,697.3994147896044,10,44,1936,0,1,24,60
6.893277061257438,985.6260876773456,17,24,576,1,1,32,47
5.959461376663304,387.40140459501066,2,54,2916,0,0,30,62
5.989342644854698,399.15213895593877,7,10,100,1,1,53,23
6.452927472564795,634.5572252232702,13,15,225,1,1,22,34
5.856027929364802,349.3338060347254,5,51,2601,1,0,34,62
7.28811521399416,1462.8110115887018,14,16,256,0,1,52,36
6.695479652618032,808.741756293878,13,40,1600,1,0,29,59
5.9782916052067225,394.76537662948965,6,40,1600,0,0,22,52
6.3518949249703365,573.5785682292677,9,48,2304,0,1,33,63
7.271385436298362,1438.5420814972824,14,23,529,0,1,52,43
5.747508557442574,313.4088466298314,9,7,49,1,1,52,22
7.511102803566743,1828.228608531868,16,24,576,0,0,55,46
7.779252144795359,2390.4864141797616,18,30,900,0,1,42,54
6.847841445441658,941.8456855960503,16,15,225,0,0,20,37
6.527423947337481,683.6348618201573,11,21,441,0,1,46,38
6.690009895136162,804.3302110615624,14,7,49,0,1,51,27
7.154699384321601,1280.1075596010749,11,5,25,0,1,40,22
6.641747962761226,766.43352008356,8,39,1521,0,1,39,53
6.510205042813488,671.9641848935474,4,13,169,0,1,46,23
7.196362222015509,1334.567064541695,3,34,1156,1,1,55,43
6.583444423797147,723.0254512325101,11,4,16,0,1,51,21
7.733856735430423,2284.3955423169136,15,35,1225,0,1,58,56
6.798919029017607,896.8772691590617,8,42,1764,0,1,48,56
6.250475992342021,518.2594534980133,2,44,1936,1,1,42,52
6.294785550987442,541.7396584005331,2,10,100,0,1,54,18
7.485479121139657,1781.9777484989906,17,18,324,0,1,34,41
7.590202675376398,1978.714509816776,16,31,961,0,0,29,53
5.851161118443698,347.63779488282347,9,8,64,1,1,34,23
5.747832702986021,313.5104531775086,1,51,2601,1,0,44,58
6.794053800699838,892.5243540208671,10,47,2209,0,1,36,63
5.6389989883819025,281.18111199321993,2,53,2809,0,0,50,61
6.081757168501283,437.7978037435102,1,41,1681,0,1,30,48
7.067753924241161,1173.509281189624,8,23,529,0,1,39,37
6.6058085526323005,739.3774531761229,18,17,289,1,1,50,41
6.4498222755236965,632.5898561202794,1,35,1225,0,1,35,42
7.455300634074822,1729.0037145729486,18,29,841,1,1,55,53
6.683498069881152,799.1095696799377,1,31,961,0,1,58,38
6.7283499596803376,835.767078207684,14,27,729,1,1,30,47
7.273569579549521,1441.6874972449527,2,33,1089,0,1,39,41
6.290407168323883,539.3728999400773,4,51,2601,0,0,45,61
6.700756015561253,813.0202488410865,10,43,1849,1,1,45,59
6.431489493691268,621.0983814937742,6,35,1225,0,1,25,47
6.1140629452547595,452.17213874114327,5,28,784,1,1,54,39
6.506728922093479,669.6324113784319,13,26,676,1,1,27,45
5.610679281220376,273.3298427878723,0,18,324,0,1,26,24
7.398039238347194,1632.779797248212,16,30,900,1,1,56,52
7.64048914346902,2080.761358518191,16,23,529,0,1,35,45
7.169185779239087,1298.7866730950764,13,12,144,0,1,28,31
6.019981872357923,411.5711348448202,9,12,144,1,1,30,27
5.580042415766977,265.08284924013833,7,20,400,1,0,40,33
6.432475601025823,621.7111532429482,7,20,400,0,0,26,33
6.379157008329614,589.4306130675201,13,29,841,1,1,31,48
6.898777606401066,991.0625063936217,6,47,2209,1,1,59,59
6.6749961665772375,792.3444164785178,5,31,961,0,1,40,42
6.025089923412459,413.67883976346326,3,21,441,1,1,24,30
5.328952041347538,206.22174901238813,0,17,289,1,1,25,23
6.8068500382661705,904.0186929913556,14,41,1681,1,1,45,61
6.797940678143614,896.0002375911718,14,6,36,0,1,48,26
5.652581219730185,285.0262324537292,0,56,3136,1,0,22,62
5.527431890333871,251.49720856520167,2,45,2025,0,0,30,53
6.210232036944428,497.8167497638325,4,50,2500,1,0,42,60
6.501400208450546,666.0736223171181,4,27,729,1,1,44,37
5.9038805429625425,366.4567634800711,3,26,676,0,0,31,35
7.812241254441814,2470.661615899508,16,38,1444,0,1,20,60
6.661091708044908,781.4035361742663,13,19,361,1,1,23,38
4.847028757387914,127.36140546252372,7,8,64,1,0,20,21
5.85716928595182,349.73274809957974,1,43,1849,0,0,25,50
6.244266805182469,515.0514533973179,7,31,961,0,0,53,44
5.685239880693306,294.48847867906255,0,18,324,1,1,46,24
6.432838255875708,621.9366606961132,3,14,196,0,1,35,23
6.862257527736201,955.52175130296,18,8,64,0,1,30,32
6.162303346875974,474.5198007410608,4,25,625,1,0,33,35
6.38678602909849,593.9445881678242,4,39,1521,0,0,57,49
6.943656543277703,1036.5534965985419,18,4,16,0,1,29,28
6.365713237730544,581.5594705871672,11,20,400,0,1,32,37
5.675216963716728,291.55158779978206,0,35,1225,1,1,53,41
6.721170757438538,829.7884239888474,6,20,400,0,0,52,32
6.468066483934709,644.2368795972423,16,2,4,1,1,52,24
6.060243878749204,428.4799212652631,1,31,961,1,1,58,38
6.560073844399432,706.3238507301849,10,43,1849,0,0,32,59
6.415813276531907,611.4378266998621,6,31,961,1,1,36,43
7.687745013789945,2181.449872381069,16,39,1521,0,0,28,61
5.862804035909077,351.7089672084441,2,23,529,1,0,32,31
7.358008281422716,1568.7090224989367,5,43,1849,0,1,35,54
6.919534657275548,1011.8490283794773,10,22,484,1,1,56,38
6.741030852027938,846.4328332748042,17,12,144,0,0,49,35
7.206041540846432,1347.5474841268883,17,0,0,0,1,58,22
7.0774529372995705,1184.946538426454,9,5,25,1,1,52,20
7.261235345543568,1424.0146011608822,4,30,900,0,1,59,40
7.040351194402373,1141.788525963546,14,23,529,1,1,25,43
5.608197823335368,272.65242713109626,3,45,2025,0,1,31,54
6.360247599295949,578.389547510733,0,35,1225,0,1,21,41
6.661435972158057,781.6725916800792,14,16,256,1,1,52,36
7.348338425397787,1553.612938218299,16,20,400,0,1,34,42
6.8967061254582775,989.0116641721568,18,14,196,1,1,36,38
6.9550771642125495,1048.459438377889,13,10,100,0,1,54,29
7.487417520837121,1785.4352835874429,18,34,1156,0,0,50,58
7.031193335943802,1131.379921261681,17,27,729,1,1,49,50
5.2432402406498415,189.28243045025707,1,14,196,0,0,57,21
5.931902724761366,376.87091367202174,5,48,2304,0,1,35,59
6.785530748800002,884.9496482884085,12,6,36,1,1,59,24
7.4724703151225444,1758.9464751215658,16,17,289,0,0,36,39
6.374632249702349,586.7696065619353,5,39,1521,0,1,26,50
6.174454927914703,480.32114290820095,4,24,576,1,1,24,34
6.42731109837669,618.5086012573621,6,29,841,1,1,59,41
6.010742124843777,407.78583600763795,0,45,2025,0,1,46,51
6.623122218172597,752.2902484545123,12,27,729,0,1,20,45
6.410093670571541,607.9506254769816,18,36,1296,1,1,21,60
5.920565522385127,372.62238059962215,0,52,2704,0,1,23,58
6.54964236889093,698.9941470578309,12,38,1444,0,0,20,56
6.779940443284124,880.0163116656216,10,23,529,1,0,48,39
6.697704645041283,810.5432039344885,6,22,484,0,1,40,34
6.142334004362034,465.1379388854662,2,43,1849,1,0,54,51
5.892474958709845,362.3008553220427,0,17,289,1,1,53,23
6.041810853632249,420.65408858451195,7,50,2500,1,1,58,63
5.6499084087178115,284.2654283964697,16,1,1,1,0,21,23
7.008365839482986,1105.8458978219287,12,33,1089,0,1,44,51
6.769041253935955,870.4769274662456,13,0,0,0,1,25,18
6.1042147804531055,447.74092845852255,4,17,289,1,1,27,27
7.524723852264636,1853.3013704442656,5,27,729,0,1,54,38
5.542589364899943,255.33830825241014,5,11,121,1,1,38,22
6.219450793004187,502.4272196892849,7,6,36,0,0,28,19
6.431125133945858,620.8721194685083,12,21,441,1,1,52,39
7.127288430528596,1245.4951373612248,17,0,0,0,1,27,19
6.463488178931479,641.2941082607377,3,18,324,0,1,57,27
6.77961344927074,879.7285986428085,16,29,841,0,0,51,51
6.084005923403304,438.7834114805446,4,23,529,1,1,42,33
6.8146796293169185,911.1245714201499,2,48,2304,0,1,53,56
5.895038225406682,363.23072027553224,3,30,900,1,0,42,39
6.551965499202603,700.6198892228257,4,19,361,0,1,51,29
7.123220961807033,1240.4394138161242,13,22,484,0,1,20,41
6.506291096609291,669.3392934156318,14,44,1936,1,1,26,64
8.010780038920638,3013.266661667861,16,35,1225,0,1,43,57
6.358230543203801,577.224079152961,5,44,1936,0,1,21,55
6.988863190696844,1084.4879192035307,9,12,144,0,1,37,27
7.035093376319676,1135.8009641541603,15,31,961,1,1,38,52
6.964201108242233,1058.069296851082,16,27,729,1,0,55,49
6.614537441248884,745.8596466244481,13,5,25,0,1,47,24
7.359147224463954,1570.4967105680346,11,21,441,0,1,54,38
6.44906789561386,632.1128229963812,8,23,529,0,0,51,37
6.562292837270085,707.892918550649,14,23,529,1,1,32,43
5.6024303252044625,271.0844308216107,11,4,16,0,1,25,21
6.547055280625127,697.1881246790774,13,44,1936,1,1,48,63
6.9606312103502095,1054.2988315909176,17,16,256,0,1,29,39
6.3446343595845685,569.4291453372074,5,21,441,1,1,59,32
6.327279680860133,559.6321432664189,3,48,2304,0,1,29,57
6.294179323010061,541.4113401910508,11,21,441,1,0,53,38
6.663102921383986,782.9766868299344,12,14,196,0,1,39,32
8.046995820999957,3124.3946174876987,18,15,225,0,1,52,39
6.895438616230625,987.7588768890088,12,27,729,1,1,30,45
6.174623510580202,480.4021235525423,11,14,196,1,0,43,31
6.21072157101836,498.06050768445186,2,36,1296,0,1,52,44
5.343612379419832,209.26729942307645,2,50,2500,1,0,41,58
6.991149277030877,1086.9699882461246,13,38,1444,0,0,31,57
8.061828606263232,3171.0834989989403,17,22,484,0,1,49,45
7.4442940055910505,1710.0775606802413,18,19,361,0,1,51,43
6.405702661975192,605.2869614200732,9,4,16,0,1,38,19
7.268566964371699,1434.493299394825,16,20,400,1,1,59,42
6.229549451341916,507.5267664720131,14,0,0,0,1,21,20
6.372714293578263,585.6452867442986,18,1,1,0,0,33,25
6.1747723553653024,480.4736342252478,8,47,2209,0,0,52,61
6.868868668328979,961.8597676140188,3,41,1681,0,1,51,50
6.514772831073911,675.0405958566414,14,39,1521,1,0,38,59
7.4323088008913745,1689.7042640051848,18,28,784,1,1,33,52
6.696242716555298,809.3591134742113,15,2,4,0,1,23,23
7.084287370780887,1193.0727139946725,7,43,1849,0,1,21,56
6.285542526258454,536.7554155662109,16,18,324,1,1,29,40
6.513573846412313,674.2317175494962,0,36,1296,0,1,48,42
6.326114155639384,558.9802578573388,6,48,2304,0,1,34,60
6.655879679413144,777.341433663722,17,13,169,0,0,50,36
6.536162915354593,689.6353056688705,11,5,25,0,1,52,22
5.491321840661086,242.57764402119852,15,7,49,1,0,48,28
5.072068785948549,159.5039658132243,0,23,529,1,1,30,29
6.96082268237193,1054.5007196470401,14,7,49,1,1,59,27
5.959754475287824,387.5149680556687,6,13,169,0,0,28,25
7.601137832040817,2000.4708004020297,16,19,361,0,1,48,41
6.118599583584743,454.22814033910703,2,37,1369,1,0,56,45
6.56137367088542,707.2425461220017,10,42,1764,1,1,40,58
6.456352763477135,636.7344950827627,5,42,1764,1,0,50,53
5.9894688962309015,399.2025356440551,5,43,1849,0,1,41,54
7.031825757626198,1132.0956567543813,14,18,324,1,1,37,38
5.833566264753029,341.5746551899386,6,13,169,0,0,21,25
6.438041854713226,625.1814044314764,10,10,100,0,0,41,26
7.679323870961502,2163.156704229414,16,42,1764,1,1,56,64
6.031533112134761,416.3528559430234,17,9,81,1,0,39,32
6.927393814248476,1019.8326398611705,18,39,1521,1,0,23,63
6.041822290472038,420.65889956544083,7,44,1936,1,1,45,57
7.064934633449543,1170.2054766604608,7,22,484,0,1,39,35
7.54508514432515,1891.4237745627267,10,43,1849,0,1,41,59
6.2427338898383695,514.26252795385,2,29,841,1,1,39,37
7.171972567473251,1302.4111645136597,13,4,16,0,1,48,23
5.730348670844559,308.0766670046112,8,15,225,0,0,50,29
5.416735039497859,225.1428387116163,0,13,169,0,0,42,19
6.134637195031065,461.5716031663378,0,18,324,0,1,57,24
6.546241643024917,696.6210969152545,11,16,256,1,1,35,33
6.0640305714300204,430.1055189239142,10,4,16,0,0,38,20
5.595110250274546,269.10731761245944,0,56,3136,0,1,30,62
5.808022542467182,332.960059873491,11,3,9,1,1,31,20
7.538344484237415,1878.7172032673354,16,22,484,0,1,55,44
6.229307371735066,507.40391946189754,14,40,1600,1,0,32,60
4.931593771642499,138.60023352549277,1,50,2500,0,0,21,57
5.74707581980057,313.2732521650882,17,32,1024,1,0,30,55
7.041834104438606,1143.4829516578804,15,29,841,0,0,20,50
6.227363980758471,506.4187928164927,3,36,1296,0,1,29,45
6.023301863405501,412.93981807881414,7,5,25,0,1,22,18
6.19880125460856,492.15871434753313,1,18,324,0,1,27,25
6.187663733185019,486.70769787628456,13,35,1225,1,1,35,54
7.370747323859485,1588.8207031022407,14,29,841,0,1,55,49
7.126892297022424,1245.0018527152808,8,46,2116,1,1,59,60
6.175060226249344,480.6119685053413,1,47,2209,0,1,58,54
6.355192492015936,575.4731039764895,16,0,0,1,1,39,21
6.69989168143901,812.3178313033916,9,32,1024,1,1,27,47
6.211042854199998,498.22055185738265,8,9,81,0,1,29,23
5.304067122986954,201.15326360298639,1,56,3136,0,0,56,63
6.760172542471517,862.7910510472916,18,12,144,1,0,51,36
7.013883533976027,1111.9644823592696,16,27,729,0,0,46,49
6.311897909537082,551.0898756408529,10,10,100,0,1,50,26
6.901198391268742,993.4645617686281,16,7,49,1,1,22,29
6.578439744476499,719.41598036434,9,13,169,1,1,58,28
7.009889010899519,1107.5315741456739,17,40,1600,1,0,25,63
5.346173829810245,209.80401431972504,5,22,484,1,0,36,33
6.529640479423924,685.1518410222525,15,0,0,0,1,29,18
7.172903771385529,1303.624539747651,17,39,1521,1,0,40,62
7.585255886944337,1968.9503981777405,17,15,225,0,1,48,38
6.586436080180343,725.1917337096168,0,41,1681,0,1,48,47
5.774800157005213,322.0800628422369,2,22,484,1,1,39,30
7.217619723278513,1363.2403066076324,14,31,961,0,1,34,51
6.281220434888569,534.4405158245684,9,6,36,0,1,21,21
6.4116750917154635,608.9128120611488,4,35,1225,1,1,52,45
6.966382495071546,1060.3798744953235,14,35,1225,0,0,31,55
6.909410309889709,1001.6564012270937,13,29,841,0,1,32,48
7.690907583724221,2188.3597809357934,14,24,576,0,1,58,44
6.693008498099066,806.7456977484445,9,7,49,0,0,58,22
6.711592327409584,821.8782974048293,8,28,784,1,1,57,42
6.27882059373763,533.1594812365389,11,3,9,0,1,40,20
6.418295780965216,612.9576094685546,6,38,1444,0,1,35,50
5.535215078907339,253.46229616877292,4,11,121,0,0,53,21
6.394524020719368,598.5583540338102,9,27,729,1,1,46,42
5.89194705658303,362.109646404209,7,24,576,1,0,22,37
7.300547703633674,1481.1109153039977,15,30,900,0,0,28,51
6.673332956812155,791.0276768183903,11,26,676,0,0,53,43
5.92186185232235,373.10573537281556,8,8,64,1,1,38,22
7.141876405013175,1263.7975617199259,9,37,1369,0,0,57,52
7.558031059193038,1916.0691701173723,15,24,576,0,0,45,45
6.772240336526417,873.2661140907474,9,31,961,0,1,42,46
6.689433871364441,803.8670311538032,8,12,144,0,1,37,26
5.684880538950089,294.382675686631,2,47,2209,1,0,59,55
6.846838318671285,940.9013686892392,18,0,0,1,1,57,23
6.336044082963327,564.5585413317003,10,20,400,1,1,29,36
5.417984369667874,225.42429223015918,5,50,2500,1,0,29,61
5.972408947590659,392.4499242641572,5,17,289,1,0,40,28
6.343201691953549,568.6139267406104,14,0,0,1,1,57,19
8.040391770263406,3103.8289400464514,14,44,1936,0,1,57,64
6.683204830938458,798.875273988618,12,43,1849,0,1,26,61
5.143166819938626,171.25725135738523,4,51,2601,1,0,31,61
6.379336152472221,589.5362155680768,13,7,49,1,0,52,26
6.220866622532029,503.13907479633866,1,31,961,0,0,44,38
6.92928460847864,1021.7627576851445,11,24,576,0,1,47,41
7.139883260446684,1261.2811391067355,13,32,1024,0,0,43,51
7.803261165025269,2448.5741756958023,18,15,225,0,1,50,39
6.533059749906583,687.498570253013,14,0,0,0,1,37,20
7.996730327548649,2971.227147830481,16,7,49,0,1,42,29
6.502539035077002,666.8325967815296,13,26,676,1,1,26,45
7.5225524266006305,1849.281430365406,17,24,576,1,1,27,47
6.430589000541122,620.539338400687,4,33,1089,1,1,34,43
7.134307221585868,1254.267758075034,11,21,441,1,0,57,38
6.95253195724952,1045.7942852367976,9,30,900,0,0,47,45
6.881064499145034,973.6622709857895,7,30,900,0,1,46,43
6.222178131819932,503.799379269119,5,39,1521,0,1,40,50
6.652876106976091,775.0101352238988,14,18,324,1,1,46,38
6.372807156443718,585.6996739690036,11,35,1225,0,0,33,52
6.3601288461811345,578.3208660285405,5,40,1600,1,1,40,51
7.0865883105582945,1195.821063140024,11,41,1681,0,0,33,58
6.733886015851859,840.4067626260132,14,44,1936,1,1,25,64
6.985726368050915,1081.0914028590748,11,18,324,0,1,31,35
6.756448281100562,859.5837677524277,8,14,196,1,1,47,28
7.325534850423292,1518.5858978054985,18,16,256,0,1,48,40
6.374814983654297,586.8768390882391,1,32,1024,0,0,56,39
6.996656189566918,1092.972348969453,12,16,256,1,0,57,34
6.389715428338873,595.6870399155925,12,4,16,1,1,22,22
7.04570195646925,1147.9143389650899,7,48,2304,0,0,52,61
6.7822054934854386,882.0118519357968,12,10,100,1,1,31,28
5.674099105981202,291.2258566964915,3,38,1444,1,1,31,47
5.673647201018147,291.09428001879655,5,21,441,1,0,30,32
6.756476459293106,859.6079896106053,5,33,1089,0,1,47,44
7.211032989208293,1354.2905125481905,11,35,1225,0,1,54,52
6.3918162923676025,596.9398128821897,11,33,1089,0,1,53,50
5.995843869447384,401.75557023397204,16,15,225,1,1,41,37
5.729810474790511,307.91090596805424,6,21,441,1,1,58,33
7.000990953137793,1097.7204091160795,14,31,961,1,0,42,51
6.885454712945378,977.9462534434186,16,0,0,0,1,31,19
6.715136358986818,824.7962276077263,9,37,1369,0,1,38,52
6.106132193915924,448.60025652292876,5,46,2116,1,1,50,57
6.932344305396256,1024.8938296683257,8,31,961,0,1,32,45
6.8262604249818155,921.7374531023202,14,44,1936,1,0,38,64
6.767567051781896,869.1946139316384,15,35,1225,0,0,55,56
5.8318268686563295,340.9810379853598,7,10,100,0,0,41,23
6.4993743356612725,664.7256078040127,15,5,25,1,1,49,26
5.772149142638376,321.2273547384812,4,27,729,0,0,23,37
6.743430715448866,848.4665958697874,17,0,0,0,1,32,18
6.1789321543197016,482.4764707570925,13,6,36,1,1,39,25
5.671495503316603,290.4686064970822,1,33,1089,1,0,58,40
5.7323222493114905,308.6852808568258,2,12,144,1,1,25,20
6.295869171937911,542.3270170236555,13,2,4,1,1,31,21
5.588232355374786,267.2627763171455,6,30,900,0,0,35,42
6.727353606610231,834.9347738167893,14,44,1936,0,0,36,64
6.607722230196891,740.7937379440007,16,33,1089,0,1,27,55
6.492960290270024,660.4756717942505,0,26,676,0,0,52,32
6.6786371795790025,795.2346112261829,8,24,576,0,0,58,38
6.334433900008685,563.6502302612994,13,33,1089,1,0,31,52
7.534118338337229,1870.7942238867859,15,42,1764,0,1,45,63
6.638135893725319,763.6701031285273,12,13,169,1,0,38,31
5.494767902989578,243.41502370460418,5,42,1764,0,0,32,53
5.352827525162837,211.20464081843727,0,23,529,0,0,29,29
6.429316677481675,619.7503139445906,3,25,625,0,1,53,34
5.663509391474331,288.1581298611212,2,48,2304,1,1,50,56
6.81627805424889,912.5821002160957,16,4,16,0,1,46,26
4.855892275911612,128.49529333375872,1,45,2025,1,0,22,52
6.243702429174913,514.7608527261008,18,6,36,1,1,24,30
6.061975910524227,429.2227051808339,7,19,361,0,1,24,32
7.608872993053557,2016.004765552024,14,15,225,0,0,56,35
6.286140955335239,537.0767217438984,5,39,1521,1,1,26,50
5.733271097196298,308.978315233177,1,16,256,0,1,59,23
6.911837886693639,1004.0909529072201,14,24,576,0,1,32,44
6.854555349963301,948.1904227497954,11,23,529,1,1,53,40
5.7139856522091375,303.0766222364614,2,36,1296,1,0,55,44
6.535027429812887,688.8526791648619,9,36,1296,0,0,53,51
7.496592444079609,1801.8918938951056,13,44,1936,0,1,22,63
6.39170028900079,596.8705698703997,13,36,1296,0,0,29,55
7.064147093698476,1169.2842561271825,2,23,529,0,1,54,31
5.766481611537754,319.4119380398307,0,47,2209,0,1,56,53
